08/10/2015,1447,119.65,119.66,119.58,119.64,139347
08/10/2015,1448,119.64,119.68,119.63,119.65,105273
08/10/2015,1449,119.64,119.66,119.64,119.66,46268
08/10/2015,1450,119.66,119.69,119.65,119.67,76376
08/10/2015,1451,119.67,119.71,119.66,119.66,67079
08/10/2015,1452,119.67,119.67,119.61,119.61,96109
08/10/2015,1453,119.6,119.66,119.56,119.58,152969
08/10/2015,1454,119.59,119.67,119.51,119.66,165514
08/10/2015,1455,119.66,119.67,119.62,119.62,72957
08/10/2015,1456,119.63,119.73,119.62,119.68,113224
08/10/2015,1457,119.67,119.72,119.66,119.71,64741
08/10/2015,1458,119.71,119.73,119.7,119.73,43158
08/10/2015,1459,119.73,119.77,119.72,119.75,102713
08/10/2015,1500,119.75,119.76,119.72,119.76,47012
08/10/2015,1501,119.75,119.81,119.74,119.79,117116
08/10/2015,1502,119.79,119.81,119.77,119.8,72277
08/10/2015,1503,119.79,119.8,119.7,119.71,108273
08/10/2015,1504,119.71,119.75,119.7,119.74,41526
08/10/2015,1505,119.74,119.74,119.7,119.71,43830
08/10/2015,1506,119.71,119.77,119.7,119.75,60584
08/10/2015,1507,119.74,119.75,119.73,119.74,50253
08/10/2015,1508,119.75,119.82,119.73,119.81,96691
08/10/2015,1509,119.81,119.83,119.78,119.78,111901
08/10/2015,1510,119.79,119.8,119.77,119.79,45411
08/10/2015,1511,119.8,119.8,119.75,119.75,68296
08/10/2015,1512,119.75,119.76,119.66,119.67,95375
08/10/2015,1513,119.67,119.67,119.61,119.63,104396
08/10/2015,1514,119.63,119.7,119.63,119.64,92332
08/10/2015,1515,119.64,119.64,119.61,119.64,84115
08/10/2015,1516,119.63,119.64,119.62,119.63,68177
08/10/2015,1517,119.63,119.64,119.62,119.63,49319
08/10/2015,1518,119.63,119.72,119.63,119.71,117634
08/10/2015,1519,119.71,119.72,119.66,119.68,73881
08/10/2015,1520,119.68,119.71,119.67,119.71,58716
08/10/2015,1521,119.71,119.75,119.71,119.74,59642
08/10/2015,1522,119.75,119.78,119.74,119.77,97069
08/10/2015,1523,119.77,119.77,119.73,119.76,82191
08/10/2015,1524,119.76,119.78,119.73,119.74,80593
08/10/2015,1525,119.75,119.78,119.74,119.78,49573
08/10/2015,1526,119.78,119.8,119.76,119.78,101717
08/10/2015,1527,119.77,119.8,119.76,119.78,86625
08/10/2015,1528,119.79,119.79,119.76,119.77,53823
08/10/2015,1529,119.77,119.77,119.73,119.74,81417
08/10/2015,1530,119.74,119.74,119.7,119.71,75130
08/10/2015,1531,119.7,119.75,119.7,119.75,47864
08/10/2015,1532,119.75,119.75,119.7,119.7,66960
08/10/2015,1533,119.71,119.71,119.68,119.7,58778
08/10/2015,1534,119.7,119.73,119.69,119.71,84090
08/10/2015,1535,119.71,119.72,119.67,119.7,89475
08/10/2015,1536,119.69,119.71,119.62,119.64,123796
08/10/2015,1537,119.64,119.7,119.63,119.7,144336
08/10/2015,1538,119.69,119.71,119.66,119.68,115448
08/10/2015,1539,119.68,119.68,119.62,119.63,134858
08/10/2015,1540,119.63,119.65,119.6,119.63,137587
08/10/2015,1541,119.63,119.65,119.61,119.63,70994
08/10/2015,1542,119.63,119.71,119.63,119.71,138657
08/10/2015,1543,119.71,119.71,119.63,119.66,119079
08/10/2015,1544,119.66,119.68,119.65,119.68,64410
08/10/2015,1545,119.68,119.68,119.65,119.66,73769
08/10/2015,1546,119.66,119.67,119.62,119.63,81252
08/10/2015,1547,119.62,119.63,119.55,119.6,248661
08/10/2015,1548,119.6,119.64,119.56,119.61,125148
08/10/2015,1549,119.61,119.68,119.61,119.66,155390
08/10/2015,1550,119.68,119.74,119.67,119.73,227318
08/10/2015,1551,119.74,119.8,119.73,119.8,192384
08/10/2015,1552,119.8,119.8,119.75,119.76,156671
08/10/2015,1553,119.77,119.78,119.75,119.76,144786
08/10/2015,1554,119.75,119.77,119.75,119.76,106937
08/10/2015,1555,119.77,119.8,119.73,119.73,251141
08/10/2015,1556,119.74,119.74,119.61,119.62,358280
08/10/2015,1557,119.62,119.62,119.57,119.59,365012
08/10/2015,1558,119.59,119.64,119.58,119.6,341402
08/10/2015,1559,119.6,119.72,119.57,119.72,608696
08/11/2015,0930,117.97,118,117.43,117.66,1235506
08/11/2015,0931,117.63,117.7,117.26,117.32,526695
08/11/2015,0932,117.33,117.54,117.28,117.44,373100
08/11/2015,0933,117.43,117.54,117.36,117.49,389155
08/11/2015,0934,117.5,117.98,117.49,117.92,460533
08/11/2015,0935,117.93,118.18,117.91,118.09,411127
08/11/2015,0936,118.09,118.1,117.7,117.85,370688
08/11/2015,0937,117.86,118.02,117.83,117.86,235937
08/11/2015,0938,117.89,117.9,117.63,117.68,257556
08/11/2015,0939,117.67,117.72,117.52,117.72,260051
08/11/2015,0940,117.72,117.79,117.57,117.57,232865
08/11/2015,0941,117.57,117.79,117.55,117.67,297560
08/11/2015,0942,117.69,117.75,117.56,117.69,231445
08/11/2015,0943,117.7,118,117.69,117.99,318929
08/11/2015,0944,117.99,118.06,117.85,118.03,247031
08/11/2015,0945,118.03,118.05,117.79,117.92,215898
08/11/2015,0946,117.92,117.99,117.79,117.91,175877
08/11/2015,0947,117.91,117.99,117.84,117.89,141808
08/11/2015,0948,117.89,117.99,117.71,117.8,200817
08/11/2015,0949,117.79,117.95,117.77,117.89,157927
08/11/2015,0950,117.9,117.95,117.71,117.74,147376
08/11/2015,0951,117.74,117.74,117.51,117.6,294985
08/11/2015,0952,117.59,117.63,117.35,117.45,302486
08/11/2015,0953,117.45,117.45,117.19,117.2,341041
08/11/2015,0954,117.2,117.25,116.93,116.98,722006
08/11/2015,0955,116.99,117.1,116.9,117.08,374457
08/11/2015,0956,117.07,117.18,117.03,117.09,375584
08/11/2015,0957,117.09,117.18,117.07,117.08,247139
08/11/2015,0958,117.08,117.21,117.06,117.2,165540
08/11/2015,0959,117.21,117.36,117.18,117.29,201453
08/11/2015,1000,117.27,117.28,117.04,117.08,197053
08/11/2015,1001,117.09,117.15,117.05,117.13,203535
08/11/2015,1002,117.13,117.2,117.06,117.09,194669
08/11/2015,1003,117.09,117.19,117.05,117.08,157590
08/11/2015,1004,117.08,117.09,116.81,116.82,375569
08/11/2015,1005,116.83,116.86,116.65,116.8,572306
08/11/2015,1006,116.8,116.81,116.64,116.65,308082
08/11/2015,1007,116.65,116.8,116.61,116.79,247479
08/11/2015,1008,116.79,116.97,116.73,116.9,410933
08/11/2015,1009,116.9,116.97,116.73,116.76,338686
08/11/2015,1010,116.75,116.76,116.54,116.55,301168
08/11/2015,1011,116.55,116.79,116.55,116.68,296628
08/11/2015,1012,116.68,116.81,116.67,116.71,196713
08/11/2015,1013,116.71,116.72,116.62,116.71,150064
08/11/2015,1014,116.7,116.72,116.64,116.7,153394
08/11/2015,1015,116.71,116.72,116.55,116.66,163963
08/11/2015,1016,116.65,116.68,116.56,116.59,198929
08/11/2015,1017,116.6,116.61,116.45,116.51,381866
08/11/2015,1018,116.51,116.52,116.43,116.43,201443
08/11/2015,1019,116.42,116.6,116.37,116.6,285737
08/11/2015,1020,116.6,116.82,116.59,116.72,352704
08/11/2015,1021,116.72,116.77,116.56,116.64,268383
08/11/2015,1022,116.64,116.74,116.64,116.68,138437
08/11/2015,1023,116.67,116.69,116.55,116.57,120906
08/11/2015,1024,116.57,116.6,116.5,116.55,150282
08/11/2015,1025,116.55,116.71,116.48,116.66,200714
08/11/2015,1026,116.67,116.74,116.59,116.7,159502
08/11/2015,1027,116.71,116.72,116.68,116.71,126685
08/11/2015,1028,116.71,116.84,116.7,116.78,250395
08/11/2015,1029,116.78,116.82,116.6,116.6,168258
08/11/2015,1030,116.62,116.63,116.55,116.55,204803
08/11/2015,1031,116.54,116.57,116.5,116.52,122665
08/11/2015,1032,116.51,116.58,116.45,116.57,118695
08/11/2015,1033,116.58,116.59,116.35,116.45,220942
08/11/2015,1034,116.46,116.48,116.37,116.45,173424
